,ix,phrase,start_char,end_char,ner_label,dataset_label,label_in_phrase
907,4,Three,21655,21660,CARDINAL,national education longitudinal study,0
908,4,zero,22090,22094,CARDINAL,national education longitudinal study,0
909,4,@E=@S,22192,22197,PERSON,national education longitudinal study,0
910,4,3,22277,22278,CARDINAL,national education longitudinal study,0
911,4,five,22354,22358,CARDINAL,national education longitudinal study,0
912,4,12,22369,22371,CARDINAL,national education longitudinal study,0
913,4,2,22384,22385,CARDINAL,national education longitudinal study,0
914,4,five,22447,22451,CARDINAL,national education longitudinal study,0
915,4,five,22551,22555,QUANTITY,national education longitudinal study,0
916,4,five,22633,22637,QUANTITY,national education longitudinal study,0
917,4,three,22835,22840,CARDINAL,national education longitudinal study,0
918,4,five,23025,23029,CARDINAL,national education longitudinal study,0
919,4,one,23487,23490,CARDINAL,national education longitudinal study,0
920,4,3,24106,24107,CARDINAL,national education longitudinal study,0
921,4,three,24493,24498,CARDINAL,national education longitudinal study,0
922,4,five,24630,24634,CARDINAL,national education longitudinal study,0
923,4,three,24809,24814,CARDINAL,national education longitudinal study,0
924,4,Two,24836,24839,CARDINAL,national education longitudinal study,0
925,4,First,24878,24883,ORDINAL,national education longitudinal study,0
926,4,Second,25193,25199,ORDINAL,national education longitudinal study,0
927,4,the National Education Longitudinal Study (NELS,25737,25784,ORG,national education longitudinal study,1
928,4,1,25867,25868,CARDINAL,national education longitudinal study,0
929,4,5,25870,25871,CARDINAL,national education longitudinal study,0
930,4,10 percent,25877,25887,PERCENT,national education longitudinal study,0
931,4,Huber/White,26075,26086,ORG,national education longitudinal study,0
932,4,Three,26127,26132,CARDINAL,national education longitudinal study,0
933,4,13,26241,26243,CARDINAL,national education longitudinal study,0
934,4,two,26281,26284,CARDINAL,national education longitudinal study,0
935,4,14,26739,26741,CARDINAL,national education longitudinal study,0
936,4,NELS,27623,27627,ORG,national education longitudinal study,0
937,4,an additional four to six years,28022,28053,DATE,national education longitudinal study,0
938,4,"more than $1,000",28079,28095,MONEY,national education longitudinal study,0
939,4,13,28833,28835,CARDINAL,national education longitudinal study,0
940,4,@E=@S°,29377,29383,ORG,national education longitudinal study,0
941,4,14,29389,29391,CARDINAL,national education longitudinal study,0
942,4,Daughters,29732,29741,ORG,national education longitudinal study,0
943,4,two,30114,30117,CARDINAL,national education longitudinal study,0
944,4,Parental,31504,31512,ORG,national education longitudinal study,0
945,4,Murnane,31793,31800,GPE,national education longitudinal study,0
946,4,Levy,31805,31809,LOC,national education longitudinal study,0
947,4,1996,31811,31815,DATE,national education longitudinal study,0
948,4,Congress,31926,31934,ORG,national education longitudinal study,0
949,4,2000,32010,32014,CARDINAL,national education longitudinal study,0
950,4,eighth,32049,32055,ORDINAL,national education longitudinal study,0
951,4,1,32279,32280,CARDINAL,national education longitudinal study,0
952,4,U.S. Department of Education,32282,32310,ORG,national education longitudinal study,0
953,4,1998,32311,32315,DATE,national education longitudinal study,0
